,Star ID,RA,DE,Magnitude
135881,135881,2.19089676,-0.07946867,6.0
135895,135895,2.19545825,-0.06531148,4.0
135915,135915,2.19891757,-0.06670309,5.4
135964,135964,2.20975679,-0.16722538,6.0
136043,136043,2.23182946,-0.0345517,5.6
136075,136075,2.23851218,-0.13629131,5.6
136220,136220,2.27424053,-0.12308959,4.7
136253,136253,2.28422192,-0.03256775,5.8
136275,136275,2.28950365,-0.02989327,5.2
136307,136307,2.29881331,-0.05683388,5.2
136344,136344,2.30870497,-0.12197675,5.6
136388,136388,2.3205692,-0.09152633,6.0
136510,136510,2.35362843,-0.00499479,5.8
136603,136603,2.38348686,-0.14636995,5.5
136621,136621,2.38737843,-0.14981407,5.7
136661,136661,2.39967297,-0.12049428,6.0
136724,136724,2.41820582,-0.10722474,5.4
136727,136727,2.41832356,-0.14896531,5.5
136767,136767,2.43491553,-0.16306044,5.0
136831,136831,2.45611503,-0.08553679,5.8
136870,136870,2.46584415,-0.14732261,2.2
136871,136871,2.46659682,-0.10213332,5.4
136894,136894,2.47230383,-0.04449639,4.8
136898,136898,2.47345022,-0.03465851,6.0
136931,136931,2.4846207,-0.01681324,4.5
136963,136963,2.49603268,-0.09932339,5.7
137034,137034,2.51895751,-0.01596875,4.1
137182,137182,2.56874841,-0.06995629,6.0
137198,137198,2.57449723,-0.13733487,5.2
137365,137365,2.64146274,-0.00220755,4.5
137394,137394,2.65483436,-0.14261168,5.8
137468,137468,2.68407343,-0.13645944,5.4
137556,137556,2.719385,-0.11880854,5.9
137599,137599,2.73553454,-0.04332882,5.2
137607,137607,2.73901058,-0.00663148,5.0
137814,137814,2.82403306,-0.16733213,6.0
137822,137822,2.82652125,-0.15066351,5.8
137870,137870,2.8413164,-0.03251611,5.7
137946,137946,2.87663714,-0.03865875,5.0
138101,138101,2.94139648,-0.05895703,4.6
138105,138105,2.94277144,-0.11976129,6.0
138237,138237,3.00091338,-0.04760245,5.1
138295,138295,3.02877,-0.1662525,4.8
138297,138297,3.02983741,-0.0095565,4.5
138444,138444,3.09132355,-0.08823085,5.8
138709,138709,-3.07131675,-0.00889022,5.9
138720,138720,-3.06590637,-0.00679054,4.0
138797,138797,-3.03123795,-0.0757277,6.0
138844,138844,-3.00547733,-0.16015825,5.4
138872,138872,-2.99231929,-0.09698014,5.9
138891,138891,-2.98162238,-0.13475144,4.8
138916,138916,-2.97088112,-0.02051528,2.9
139032,139032,-2.91579474,-0.16175285,4.9
139085,139085,-2.89253394,-0.06183037,5.9
139174,139174,-2.85391716,-0.15213987,5.7
139188,139188,-2.84768822,-0.09202302,4.5
139307,139307,-2.78938295,-0.08139178,5.9
139323,139323,-2.78402857,-0.08557844,5.8
139336,139336,-2.77670437,-0.0162845,6.0
139389,139389,-2.75167729,-0.10468936,4.8
139400,139400,-2.74745265,-0.17292785,5.4
139402,139402,-2.74718409,-0.12110064,6.0
139419,139419,-2.73954485,-0.00595114,3.4
139427,139427,-2.73616641,-0.08974784,5.8
139489,139489,-2.70969296,-0.14750519,5.2
139612,139612,-2.65232413,-0.0219544,5.3
139735,139735,-2.60025653,-0.15840162,5.5
139797,139797,-2.56957153,-0.01065286,5.8
139823,139823,-2.55957298,-0.10058032,4.2
139829,139829,-2.55731016,-0.05174247,6.0
139865,139865,-2.54398573,-0.03552143,5.2
139950,139950,-2.50619375,-0.03499026,5.0
139956,139956,-2.504312,-0.11653563,5.7
140089,140089,-2.44162231,-0.09497946,4.0
140175,140175,-2.40671805,-0.03651015,5.0
140239,140239,-2.37989547,-0.0723263,4.6
140255,140255,-2.37246858,-0.08358076,6.0
140269,140269,-2.36362609,-0.1452414,5.4
140275,140275,-2.36173852,-0.04464174,5.7
140429,140429,-2.29374573,-0.1605651,2.7
140443,140443,-2.28695546,-0.00488406,6.0
140473,140473,-2.27555424,-0.09853523,5.6
140595,140595,-2.22360662,-0.01776542,5.8
140608,140608,-2.2190068,-0.17269243,4.8
140613,140613,-2.21771104,-0.15736703,5.1
140739,140739,-2.16637225,-0.02877995,5.4
140774,140774,-2.15406804,-0.06399419,5.6
140786,140786,-2.15108586,-0.05722232,3.6
140800,140800,-2.14390906,-0.05132233,5.2
140896,140896,-2.10272664,-0.14436355,5.5
141000,141000,-2.06288529,-0.05823451,5.4
141021,141021,-2.05397837,-0.17341868,4.9
141023,141023,-2.05334336,-0.1469544,5.5
141051,141051,-2.04324786,-0.06225691,3.0
141065,141065,-2.03811056,-0.143792,5.6
141085,141085,-2.02601106,-0.07979825,3.3
141185,141185,-1.98519588,-0.13064226,5.5
141186,141186,-1.98489583,-0.14418776,4.7
141268,141268,-1.94722922,-0.03873671,5.9
141283,141283,-1.94017286,-0.11237865,6.0
141430,141430,-1.86785441,-0.10600601,5.4
141482,141482,-1.83948808,-0.07241754,5.0
141512,141512,-1.819689,-0.01440003,5.6
141527,141527,-1.80796381,-0.01771509,6.0
141585,141585,-1.77132571,-0.0068128,4.8
141664,141664,-1.7279814,-0.08803489,4.6
141701,141701,-1.7112045,-0.01785166,5.3
141729,141729,-1.69809395,-0.09965573,5.7
141771,141771,-1.67933398,-0.14119748,4.6
141978,141978,-1.59630714,-0.07114476,5.6
142003,142003,-1.58706191,-0.17050461,3.5
142011,142011,-1.58408161,-0.0840887,6.0
142024,142024,-1.58022276,-0.0643786,4.6
142049,142049,-1.56923469,-0.14280226,4.9
142082,142082,-1.55596932,-0.14537749,5.8
142084,142084,-1.5551352,-0.08302197,5.9
142240,142240,-1.48911019,-0.05084823,3.4
142266,142266,-1.47952062,-0.15641558,4.8
142347,142347,-1.45263928,-0.03524242,5.4
142371,142371,-1.44266028,-0.01815288,5.8
142407,142407,-1.42905319,-0.14452524,4.1
142443,142443,-1.41795427,-0.00616295,5.8
142514,142514,-1.39829168,-0.15886016,4.7
142545,142545,-1.3927859,-0.14532072,5.1
142605,142605,-1.37927654,-0.01773032,5.7
142617,142617,-1.37653833,-0.08382783,4.5
142619,142619,-1.37526526,-0.10053775,4.5
142691,142691,-1.36038262,-0.17163393,5.9
142705,142705,-1.35811733,-0.05895674,6.0
142837,142837,-1.33350389,-0.10319637,5.0
142930,142930,-1.31331727,-0.10142133,4.1
142958,142958,-1.30779964,-0.06585156,5.5
142995,142995,-1.29887279,-0.07168794,5.5
143020,143020,-1.29331166,-0.08655253,3.5
143133,143133,-1.26551235,-0.14005748,5.4
143285,143285,-1.23098654,-0.09618049,5.1
143291,143291,-1.23039581,-0.01721976,5.5
143323,143323,-1.22266073,-0.00608252,6.0
143481,143481,-1.18661255,-0.05051923,5.2
143596,143596,-1.1600573,-0.02441464,4.3
143599,143599,-1.15976604,-0.12462005,5.0
143620,143620,-1.15568801,-0.08308873,5.5
143677,143677,-1.14255273,-0.01288926,5.5
143882,143882,-1.08780539,-0.05664238,5.6
143893,143893,-1.08461354,-0.15194051,6.0
143897,143897,-1.08244912,-0.14589168,5.8
144044,144044,-1.03929892,-0.01483729,5.8
144094,144094,-1.02342478,-0.01437279,6.0
144149,144149,-1.00912799,-0.01694938,3.4
144180,144180,-1.00073208,-0.02025479,5.6
144467,144467,-0.93463966,-0.06150914,6.0
144494,144494,-0.92922689,-0.0532865,5.1
144623,144623,-0.8983059,-0.04754645,5.2
144648,144648,-0.89118336,-0.02235941,4.5
144809,144809,-0.85097759,-0.16894889,3.8
144813,144813,-0.85041356,-0.0909669,4.6
144876,144876,-0.83436213,-0.10148508,6.0
144888,144888,-0.83120752,-0.0994093,5.5
144894,144894,-0.82921508,-0.16008431,4.8
144967,144967,-0.81070913,-0.1726199,5.7
145064,145064,-0.77913963,-0.10510654,5.9
145277,145277,-0.71749569,-0.08256198,5.7
145316,145316,-0.70489063,-0.08331038,6.0
145381,145381,-0.68708456,-0.17387872,5.8
145383,145383,-0.68645879,-0.06583789,5.7
145456,145456,-0.65917813,-0.1010918,3.1
145509,145509,-0.64278745,-0.07342542,5.9
145536,145536,-0.63228486,-0.14101257,4.8
145636,145636,-0.6006568,-0.16254358,5.3
145730,145730,-0.5604175,-0.07873985,5.9
145835,145835,-0.52078552,-0.118069,5.6
145836,145836,-0.52042388,-0.0418449,4.7
145852,145852,-0.51391714,-0.02005442,5.2
145861,145861,-0.50956735,-0.00983488,3.2
145990,145990,-0.4616566,-0.14020206,4.3
145992,145992,-0.4603356,-0.09839303,5.8
146022,146022,-0.44694202,-0.14089869,5.4
146043,146043,-0.4403742,-0.02862229,4.0
146066,146066,-0.42974093,-0.08884705,5.9
146106,146106,-0.40904256,-0.00482521,4.6
146107,146107,-0.40902416,-0.00482913,4.4
146159,146159,-0.3862831,-0.03197836,5.9
146180,146180,-0.38053973,-0.00655841,4.1
146209,146209,-0.37015356,-0.07830415,5.3
146361,146361,-0.30540534,-0.1369412,3.8
146387,146387,-0.29413211,-0.09171031,5.9
146497,146497,-0.25064622,-0.13899802,5.6
146584,146584,-0.21060481,-0.11028503,4.4
146592,146592,-0.20509975,-0.06578553,5.5
146597,146597,-0.20388776,-0.16337111,4.5
146611,146611,-0.19958931,-0.13961829,5.1
146619,146619,-0.19501741,-0.16503402,4.6
146634,146634,-0.19041193,-0.17251455,5.2
146638,146638,-0.18846639,-0.09421089,5.7
146779,146779,-0.12401313,-0.02659567,6.0
146914,146914,-0.06383112,-0.05305127,5.6
146952,146952,-0.04245883,-0.16187173,6.0
146972,146972,-0.03396322,-0.00294486,6.0
147007,147007,-0.01696153,-0.06690545,5.1
147040,147040,-0.00322775,-0.05769676,5.1
147041,147041,-0.00263842,-0.10981471,4.7
147058,147058,0.00514589,-0.30742714,4.6
147063,147063,0.00771392,-0.29333085,5.8
147065,147065,0.00847452,-0.18828214,5.2
147126,147126,0.03557548,-0.22440678,5.9
147132,147132,0.03804803,-0.27475666,5.0
147143,147143,0.0419647,-0.31792995,5.5
147168,147168,0.05280319,-0.33527276,4.7
147419,147419,0.17924612,-0.3187106,2.2
147422,147422,0.18180667,-0.18991844,4.9
147450,147450,0.19735195,-0.32000035,5.9
147463,147463,0.20470437,-0.24141545,5.8
147469,147469,0.20778786,-0.1904719,5.2
147518,147518,0.23351212,-0.2013581,5.5
147545,147545,0.24533389,-0.2033231,5.8
147605,147605,0.27740176,-0.17639689,5.6
147621,147621,0.28472763,-0.17545034,5.9
147631,147631,0.28830076,-0.18233149,3.6
147802,147802,0.36285628,-0.25932771,5.2
147811,147811,0.3682263,-0.23240654,5.7
147885,147885,0.40223797,-0.27806368,5.6
147900,147900,0.40815863,-0.27323624,5.5
147961,147961,0.43317495,-0.20195171,5.8
147985,147985,0.44394341,-0.28274576,3.6
148035,148035,0.46743184,-0.19081724,4.8
148058,148058,0.47556202,-0.18467959,3.9
148077,148077,0.48198614,-0.29975249,5.7
148169,148169,0.52607358,-0.27133335,5.9
148353,148353,0.60901861,-0.19205613,5.6
148355,148355,0.60966926,-0.31221938,6.0
148384,148384,0.62627905,-0.21842941,4.9
148385,148385,0.62669138,-0.27166229,5.8
148444,148444,0.65325842,-0.26988346,4.8
148527,148527,0.68566657,-0.2108957,5.0
148549,148549,0.69461153,-0.25766533,6.0
148574,148574,0.70572898,-0.24555895,4.4
148583,148583,0.71020815,-0.32782859,4.6
148720,148720,0.78326182,-0.17728618,6.0
148896,148896,0.85696387,-0.32707664,5.8
148971,148971,0.89722658,-0.19998933,5.9
148984,148984,0.90424055,-0.22420257,5.6
149056,149056,0.9319022,-0.19826368,5.7
149062,149062,0.93379428,-0.30772652,5.3
149131,149131,0.96504811,-0.18575103,5.7
149157,149157,0.97640562,-0.21392884,4.6
149250,149250,1.0162904,-0.21369908,5.9
149282,149282,1.02841142,-0.23822857,3.2
149298,149298,1.03478151,-0.22191561,5.9
149350,149350,1.05608448,-0.225643,5.7
149411,149411,1.07785048,-0.28826614,5.5
149477,149477,1.09961794,-0.18115049,5.1
149673,149673,1.16409797,-0.22963811,5.5
149780,149780,1.20379104,-0.25133517,4.0
149788,149788,1.20671593,-0.21329155,5.0
149796,149796,1.20875796,-0.25228463,5.6
149817,149817,1.2141058,-0.34498566,4.5
149855,149855,1.23012414,-0.32738872,5.7
149887,149887,1.24510721,-0.29713523,5.6
149900,149900,1.24917543,-0.28652692,6.0
149923,149923,1.25636516,-0.28453633,5.2
149984,149984,1.27789889,-0.29355667,5.8
149987,149987,1.2787288,-0.28793172,5.8
150028,150028,1.28916761,-0.24971361,5.9
150051,150051,1.29496116,-0.28714729,5.5
150057,150057,1.29734157,-0.25970247,6.0
150059,150059,1.29796931,-0.18038181,5.7
150063,150063,1.29854243,-0.22008267,4.9
150205,150205,1.34846516,-0.20786799,5.9
150222,150222,1.35247084,-0.20817875,4.5
150236,150236,1.35561272,-0.28384857,3.3
150238,150238,1.35664676,-0.22687903,4.5
150303,150303,1.37606922,-0.23687007,5.7
150325,150325,1.38149348,-0.31733635,5.9
150339,150339,1.38435081,-0.23085465,4.3
150344,150344,1.38606181,-0.21581777,5.3
150395,150395,1.40155604,-0.24387132,5.2
150415,150415,1.40606263,-0.2970562,5.7
150419,150419,1.40789639,-0.18103447,5.9
150441,150441,1.4129705,-0.34448727,5.8
150546,150546,1.44217968,-0.3116585,2.7
150616,150616,1.46090015,-0.20602768,6.0
150738,150738,1.48863569,-0.32426283,5.8
150800,150800,1.5039863,-0.25899324,3.7
150813,150813,1.50574741,-0.18412332,6.0
150844,150844,1.51553398,-0.25302101,5.6
150931,150931,1.53759996,-0.20564095,5.8
150956,150956,1.54516574,-0.24740852,3.8
151036,151036,1.56855679,-0.18495589,5.0
151092,151092,1.58280725,-0.28762396,5.0
151097,151097,1.58426896,-0.17868409,5.8
151109,151109,1.58777409,-0.26056578,4.7
151141,151141,1.59487053,-0.33438206,5.5
151177,151177,1.60265753,-0.25437534,5.7
151282,151282,1.62950811,-0.2391198,5.0
151293,151293,1.63143729,-0.28972015,5.9
151321,151321,1.63829338,-0.29314225,5.3
151333,151333,1.64091457,-0.34812798,5.3
151400,151400,1.65404912,-0.20505486,5.5
151427,151427,1.66022911,-0.3129338,2.0
151457,151457,1.66608447,-0.20074438,5.4
151460,151460,1.6669439,-0.22574297,6.0
151545,151545,1.6860181,-0.3042615,5.9
151601,151601,1.69759916,-0.21563456,5.3
151693,151693,1.71997872,-0.32493663,5.8
151701,151701,1.72133862,-0.33531329,4.1
151729,151729,1.72652254,-0.31752431,4.6
151736,151736,1.72945324,-0.2937025,5.9
151750,151750,1.7322046,-0.24608396,5.0
151880,151880,1.75818019,-0.29053124,-1.6
151894,151894,1.76154126,-0.25729295,5.3
151910,151910,1.76401694,-0.17544917,5.5
151918,151918,1.76526776,-0.25082039,5.2
151961,151961,1.7745388,-0.26331705,5.3
151991,151991,1.78082904,-0.29713978,5.9
152054,152054,1.79388323,-0.33108818,5.6
152070,152070,1.7971038,-0.20899659,4.3
152122,152122,1.80562334,-0.24395219,5.2
152125,152125,1.8060052,-0.29649673,4.4
152302,152302,1.83911983,-0.27153828,4.1
152393,152393,1.85148694,-0.19575094,5.3
152476,152476,1.86445517,-0.28191828,6.0
152569,152569,1.8795754,-0.1948743,6.0
152597,152597,1.88539287,-0.17852891,6.0
152640,152640,1.89357367,-0.27045157,5.4
152723,152723,1.9076672,-0.28448838,5.4
152748,152748,1.91408718,-0.24897708,5.7
152775,152775,1.91996145,-0.33021557,4.9
152833,152833,1.93036957,-0.28102899,5.2
152839,152839,1.93225955,-0.23827681,5.8
152893,152893,1.94126072,-0.31001687,5.7
152908,152908,1.94390264,-0.1999121,5.9
152940,152940,1.9503749,-0.17841619,6.0
152942,152942,1.95079044,-0.25989877,5.9
153061,153061,1.96839063,-0.33689169,5.8
153071,153071,1.97004571,-0.25157971,5.1
153117,153117,1.97992318,-0.25099144,5.6
153148,153148,1.98306667,-0.34190355,5.7
153226,153226,1.99883419,-0.2643579,5.1
153371,153371,2.02303034,-0.25204295,5.1
153413,153413,2.03157315,-0.2106418,5.5
153453,153453,2.03953563,-0.29844859,5.5
153499,153499,2.04838591,-0.24022896,5.3
153519,153519,2.05081584,-0.25685085,5.7
153686,153686,2.08403499,-0.31871249,4.6
153889,153889,2.12403865,-0.33331396,4.3
153897,153897,2.12575431,-0.28101566,5.5
153923,153923,2.13081031,-0.23825412,5.6
153941,153941,2.13333784,-0.22300799,4.7
153992,153992,2.14253849,-0.27290623,5.0
154092,154092,2.16431547,-0.21749285,6.0
154149,154149,2.17783523,-0.34765112,5.6
154158,154158,2.18008997,-0.30413569,5.9
154243,154243,2.19738197,-0.2577142,5.9
154256,154256,2.20059643,-0.21587992,5.7
154358,154358,2.22209881,-0.33872337,5.4
154514,154514,2.25869452,-0.21463201,5.1
154551,154551,2.26631535,-0.2751083,5.0
154621,154621,2.28643485,-0.2332426,4.4
154744,154744,2.32525098,-0.31502572,5.9
154803,154803,2.34041745,-0.27822134,5.9
154949,154949,2.38569965,-0.31634655,5.7
154952,154952,2.385836,-0.21213018,5.8
154988,154988,2.39846353,-0.34107859,5.8
155059,155059,2.42056864,-0.25069429,6.0
155090,155090,2.43120685,-0.27265248,5.9
155095,155095,2.4319596,-0.20530211,4.9
155272,155272,2.48716597,-0.33473306,5.7
155387,155387,2.52159855,-0.24617205,5.0
155541,155541,2.57031069,-0.25501437,4.3
155587,155587,2.58531275,-0.32762792,5.2
155703,155703,2.62525118,-0.31169307,5.8
155712,155712,2.62972387,-0.22377788,4.7
155738,155738,2.63875573,-0.29489199,5.9
155779,155779,2.6514133,-0.21935511,5.4
155784,155784,2.65355096,-0.21129417,3.8
155979,155979,2.72127469,-0.28938315,4.1
156028,156028,2.74251571,-0.23267353,5.5
156094,156094,2.76655653,-0.20876276,5.9
156109,156109,2.77107133,-0.22905594,4.8
156121,156121,2.77570184,-0.29001244,5.1
156123,156123,2.77666846,-0.21263579,5.9
156220,156220,2.81179219,-0.29727607,5.6
156255,156255,2.82374865,-0.27805737,3.3
156300,156300,2.84071026,-0.3467816,5.3
156309,156309,2.8440669,-0.2354711,5.8
156374,156374,2.86816779,-0.31471981,4.2
156420,156420,2.88304634,-0.19255326,5.6
156604,156604,2.95326385,-0.25320679,3.8
156645,156645,2.97091029,-0.32297352,5.1
156657,156657,2.97614366,-0.18474014,5.1
156660,156660,2.97744808,-0.30384708,4.1
156684,156684,2.98729326,-0.21086695,6.0
156749,156749,3.01383856,-0.27931493,6.0
156801,156801,3.03741999,-0.22560907,5.6
156868,156868,3.06403503,-0.3154273,4.9
156987,156987,3.11307333,-0.29447889,5.2
157040,157040,3.1336192,-0.17734562,5.6
157041,157041,3.13413975,-0.33825538,5.3
157175,157175,-3.08386276,-0.30132062,2.8
157183,157183,-3.07844337,-0.28651359,6.0
157210,157210,-3.0672478,-0.331233,5.9
157225,157225,-3.06155338,-0.2319259,5.4
157271,157271,-3.04292686,-0.19780054,6.0
157322,157322,-3.02259174,-0.28339367,3.1
157344,157344,-3.01292108,-0.27784585,4.4
157349,157349,-3.01065434,-0.23705935,5.7
157360,157360,-3.00644351,-0.21913065,5.8
157447,157447,-2.97285923,-0.22236852,6.0
157450,157450,-2.97055336,-0.34007653,6.0
157583,157583,-2.91599073,-0.19857857,6.0
157738,157738,-2.85678357,-0.18279711,5.3
157787,157787,-2.83880741,-0.2780199,5.1
157805,157805,-2.82961214,-0.34328241,5.6
157822,157822,-2.82188986,-0.34344177,5.3
157843,157843,-2.81092133,-0.31474739,4.8
157898,157898,-2.79106232,-0.30497859,5.5
157922,157922,-2.78137843,-0.19025718,1.2
157937,157937,-2.77475266,-0.21726038,5.6
157945,157945,-2.77166517,-0.27427631,4.9
157986,157986,-2.75175016,-0.32239329,5.9
157997,157997,-2.74808846,-0.26365816,5.6
158020,158020,-2.74011681,-0.22617072,5.8
158130,158130,-2.69743188,-0.27800215,5.7
158151,158151,-2.69099423,-0.21252385,5.8
158164,158164,-2.68476267,-0.30735815,5.8
158185,158185,-2.67406504,-0.31216726,5.1
158400,158400,-2.58262711,-0.28041681,5.1
158426,158426,-2.57338246,-0.17526402,4.3
158447,158447,-2.56283762,-0.31360818,5.6
158480,158480,-2.54876132,-0.32263221,5.7
158488,158488,-2.54643763,-0.22936967,4.6
158820,158820,-2.41478482,-0.24333012,5.4
158835,158835,-2.40892095,-0.27559670000000003,5.3
158839,158839,-2.40808552,-0.27637575,2.9
158886,158886,-2.39257594,-0.2041259,5.8
158914,158914,-2.38215334,-0.19563522,5.6
158945,158945,-2.37284361,-0.19101262,6.0
159027,159027,-2.33947358,-0.28037299,5.3
159089,159089,-2.31532862,-0.34215095,4.7
159104,159104,-2.31052838,-0.33965082,6.0
159226,159226,-2.26403012,-0.21279786,5.8
159233,159233,-2.2624546,-0.17704378,5.1
159279,159279,-2.24522718,-0.28873908,5.9
159306,159306,-2.23468735,-0.28691928,5.9
159329,159329,-2.22645412,-0.34036742,5.5
159334,159334,-2.22489955,-0.29120266,5.6
159369,159369,-2.21340662,-0.25524049,4.0
159410,159410,-2.19900337,-0.33403255,5.5
159441,159441,-2.18576046,-0.34065734,5.0
159465,159465,-2.17618209,-0.27078672,5.5
159562,159562,-2.13377881,-0.28944734,4.3
159571,159571,-2.12881582,-0.33574652,5.9
159606,159606,-2.11453168,-0.24673007,4.7
159624,159624,-2.10523417,-0.28601704,5.5
159664,159664,-2.08734914,-0.19611819,4.2
159681,159681,-2.0833772,-0.34330845,2.9
159682,159682,-2.08335175,-0.34324843,5.1
159714,159714,-2.0733393,-0.22012941,5.6
159763,159763,-2.05475496,-0.3374119,4.3
159792,159792,-2.04605777,-0.20440681,5.5
159891,159891,-2.00201155,-0.34770411,4.6
159917,159917,-1.98914549,-0.32017202,4.9
159947,159947,-1.97679576,-0.25207126,5.8
159962,159962,-1.97103093,-0.28807222,4.4
160005,160005,-1.94428682,-0.18269142,2.7
160045,160045,-1.92563346,-0.30799971,5.0
160051,160051,-1.92443748,-0.34610466,5.6
160117,160117,-1.88903769,-0.18668439,4.7
160298,160298,-1.81125725,-0.27973526,6.0
160323,160323,-1.80191261,-0.18255591,5.6
160331,160331,-1.79983726,-0.27340045,2.6
160461,160461,-1.75852816,-0.30902572,6.0
160478,160478,-1.75400164,-0.22336375,4.4
160652,160652,-1.69301533,-0.19564743,5.7
160699,160699,-1.68109575,-0.26823679,3.6
160700,160700,-1.68105008,-0.2712629,5.9
160707,160707,-1.67821064,-0.19020618,5.9
160746,160746,-1.66416118,-0.22427971,4.4
160914,160914,-1.59942444,-0.27585559,5.9
161092,161092,-1.54939437,-0.2995465,5.7
161259,161259,-1.50847432,-0.30356327,6.0
161347,161347,-1.49545919,-0.27670135,5.7
161375,161375,-1.49033003,-0.32958972,5.4
161414,161414,-1.48176817,-0.21015592,5.7
161492,161492,-1.4616131,-0.3112323,6.0
161519,161519,-1.45583701,-0.25480862,4.7
161527,161527,-1.4533041,-0.25510469,6.0
161539,161539,-1.4518621,-0.32746507,5.8
161563,161563,-1.44640743,-0.32181666,5.2
161568,161568,-1.44577068,-0.18905416,5.8
161586,161586,-1.44048546,-0.26011461,5.9
161604,161604,-1.43643884,-0.25992423,5.7
161631,161631,-1.43003624,-0.19229815,5.3
161816,161816,-1.37897074,-0.17766948,5.8
161963,161963,-1.34454907,-0.27344214,5.0
161983,161983,-1.34112691,-0.28691817,5.6
162051,162051,-1.32388888,-0.2253207,5.4
162129,162129,-1.30845276,-0.33718452,6.0
162176,162176,-1.29668284,-0.27466751,5.9
162200,162200,-1.29156655,-0.28461748,5.9
162228,162228,-1.28569345,-0.33807377,5.4
162325,162325,-1.26334094,-0.21586218,5.6
162412,162412,-1.24481289,-0.3323742,5.0
162511,162511,-1.22708274,-0.3131638,4.0
162517,162517,-1.22668764,-0.28013417,4.6
162520,162520,-1.22639108,-0.32118921,6.0
162594,162594,-1.21066428,-0.24430867,5.8
162608,162608,-1.20715777,-0.26448341,5.7
162791,162791,-1.16777405,-0.18624801,5.2
162815,162815,-1.15996421,-0.32015893,5.9
162826,162826,-1.15734535,-0.25155755,5.6
162882,162882,-1.14380428,-0.28639859,5.5
162914,162914,-1.13594993,-0.28348971,5.1
162930,162930,-1.1313755,-0.27205325,5.5
162963,162963,-1.11942487,-0.34702251,5.1
163035,163035,-1.09942928,-0.19009937,5.5
163059,163059,-1.0939043,-0.33464133,6.0
163140,163140,-1.06850975,-0.27271894,5.0
163167,163167,-1.05997844,-0.17610872,5.9
163194,163194,-1.05079103,-0.24045619,5.8
163336,163336,-1.00510799,-0.22279841,5.9
163421,163421,-0.98228243,-0.2210316,4.5
163426,163426,-0.9805203,-0.22167858,3.8
163444,163444,-0.97515777,-0.3364301,5.5
163467,163467,-0.96913152,-0.22546013,4.8
163480,163480,-0.96777052,-0.26076465,3.3
163591,163591,-0.9404687,-0.32074037,5.2
163613,163613,-0.93370744,-0.31381616,5.0
163664,163664,-0.91778065,-0.17497517,5.8
163770,163770,-0.88803071,-0.26409469,5.3
163778,163778,-0.88485945,-0.31967543,5.3
163782,163782,-0.88255234,-0.28454835,5.9
163923,163923,-0.83801314,-0.2222049,6.0
163974,163974,-0.82041789,-0.31614584,5.9
164012,164012,-0.80773858,-0.28318399,6.0
164026,164026,-0.80315346,-0.25616585,6.0
164131,164131,-0.77170329,-0.3042583,4.2
164155,164155,-0.76385629,-0.3081771,6.0
164181,164181,-0.75541428,-0.20202734,4.5
164262,164262,-0.72875415,-0.26843886,5.5
164285,164285,-0.71928174,-0.31757546,5.4
164345,164345,-0.70046695,-0.2975544,4.3
164363,164363,-0.69175775,-0.22852886,5.5
164519,164519,-0.63580875,-0.34367322,4.7
164559,164559,-0.62254643,-0.29477181,3.8
164579,164579,-0.61596675,-0.24908476,5.3
164592,164592,-0.61143821,-0.33327372,4.8
164599,164599,-0.60935036,-0.25532761,6.0
164611,164611,-0.60524738,-0.26144131,5.9
164638,164638,-0.59408912,-0.20241398,5.4
164643,164643,-0.59217624,-0.28545064,3.0
164712,164712,-0.56473727,-0.24064687,5.2
164860,164860,-0.50728678,-0.24631919,4.4
164887,164887,-0.49635658,-0.3275139,5.7
164909,164909,-0.48889734,-0.20615238,5.4
164973,164973,-0.46196538,-0.22831529,5.5
165043,165043,-0.42859163,-0.24056838,5.9
165133,165133,-0.4014167,-0.19084259,4.9
165251,165251,-0.34514343,-0.33322796,4.9
165292,165292,-0.32782147,-0.34687784,5.4
165297,165297,-0.32699055,-0.24994007,5.7
165320,165320,-0.31875885,-0.24185013,4.2
165358,165358,-0.30173847,-0.20739525,5.9
165374,165374,-0.29671309,-0.28077461,3.5
165375,165375,-0.29621,-0.28863455,5.7
165624,165624,-0.18988164,-0.2396546,5.3
165657,165657,-0.17438668,-0.26727943,5.3
165803,165803,-0.10878855,-0.23278431,5.7
165817,165817,-0.09951736,-0.25304559,5.2
165833,165833,-0.09170446,-0.31945697,5.6
165835,165835,-0.09089274,-0.31579871,5.0
165840,165840,-0.08781252,-0.2744539,5.4
165841,165841,-0.08669864,-0.25868417,4.6
165848,165848,-0.0818715,-0.2716013,5.8
165853,165853,-0.08024478,-0.3238376,5.3
165866,165866,-0.07234592,-0.33084786,5.7
165879,165879,-0.06680123,-0.21271321,5.9
165914,165914,-0.05246371,-0.25620571,5.9
165917,165917,-0.04898244,-0.33487981,5.3
165932,165932,-0.04393327,-0.25358427,6.0
166065,166065,0.02280564,-0.39770134,5.9
166082,166082,0.02968652,-0.49333569,5.5
166102,166102,0.03943223,-0.49005646,5.6
166206,166206,0.08294758,-0.51064635,5.4
166209,166209,0.08395921,-0.35491362,5.2
166281,166281,0.10795029,-0.45070728,6.0
166317,166317,0.12164589,-0.419997,5.2
166366,166366,0.13619219,-0.52069513,5.6
166417,166417,0.15174686,-0.43706753,5.7
166527,166527,0.18442168,-0.38887196,5.3
166554,166554,0.19072966,-0.39784848,5.6
166584,166584,0.19872364,-0.3838857,5.5
166646,166646,0.21913832,-0.42372716,5.6
