,Star ID,RA,DE,Magnitude
76484,76484,1.08114755,0.45993173,5.5
76531,76531,1.10970907,0.35704443,4.8
76540,76540,1.11449381,0.37452599,5.6
76547,76547,1.11912163,0.36692125,5.4
76550,76550,1.11983576,0.37794106,5.3
76557,76557,1.12256931,0.47530353,5.1
76572,76572,1.13243355,0.44528619,5.4
76584,76584,1.13703358,0.36420183,5.9
76600,76600,1.14486931,0.38713313,4.4
76601,76601,1.14508377,0.3854947,5.4
76607,76607,1.14891244,0.39622247,4.4
76612,76612,1.15321176,0.39942403,5.4
76617,76617,1.15645808,0.3754227,5.7
76653,76653,1.18464056,0.50367356,5.7
76669,76669,1.1932398,0.40562494,6.0
76679,76679,1.20126679,0.35929256,5.7
76706,76706,1.21385541,0.49776655,5.7
76720,76720,1.21841458,0.39903075,4.3
76801,76801,1.26387154,0.48547492,5.9
76857,76857,1.28619386,0.41665203,6.0
76861,76861,1.28758671,0.43589647,5.6
76919,76919,1.30944949,0.37560087,4.7
76970,76970,1.33013579,0.35524742,5.3
76971,76971,1.33051561,0.37769691,6.0
76973,76973,1.33107703,0.42238645,5.5
76989,76989,1.33783269,0.48814847,6.0
77096,77096,1.37998632,0.384786,5.1
77123,77123,1.38765951,0.51524044,5.7
77167,77167,1.40991406,0.49859083,1.8
77183,77183,1.41646196,0.38215841,4.8
77200,77200,1.42329485,0.43828451,5.9
77284,77284,1.45034964,0.41902374,5.3
77321,77321,1.45744804,0.46940596,5.7
77335,77335,1.46020522,0.36850688,3.0
77353,77353,1.4666193,0.50943194,6.0
77359,77359,1.46885238,0.45153311,5.0
77577,77577,1.5070335,0.36396742,5.9
77591,77591,1.50947303,0.42852313,5.0
77624,77624,1.51763085,0.48790369,5.6
77674,77674,1.52796189,0.48175199,4.5
77704,77704,1.53335874,0.35375574,4.6
77729,77729,1.53959894,0.35200474,5.4
77749,77749,1.54405608,0.42314073,6.0
77774,77774,1.54850143,0.45290611,4.9
77910,77910,1.57493828,0.35153336,4.7
77914,77914,1.57550683,0.4061018,4.3
78044,78044,1.59926367,0.38746256,6.0
78049,78049,1.60001409,0.40358029,5.8
78078,78078,1.60775666,0.42643765,5.9
78134,78134,1.62253865,0.39310322,3.7
78142,78142,1.62399113,0.51519327,4.5
78296,78296,1.65777889,0.39341651,3.2
78348,78348,1.66901081,0.40764647,6.0
78422,78422,1.68421561,0.35335189,4.1
78523,78523,1.71064993,0.48979422,5.0
78570,78570,1.72444014,0.50665236,5.5
78592,78592,1.72961795,0.49408826,5.8
78681,78681,1.74906448,0.43951715,3.2
78691,78691,1.75226367,0.50655326,5.5
78804,78804,1.7826532,0.38086546,5.2
78815,78815,1.78444449,0.41299076,5.8
78865,78865,1.79872158,0.44401244,5.8
78998,78998,1.82983425,0.42391483,5.2
79008,79008,1.83403852,0.51352614,6.0
79030,79030,1.83758641,0.36033025,3.9
79041,79041,1.84261645,0.39643477,5.9
79140,79140,1.86874352,0.47020048,5.6
79161,79161,1.87362121,0.42261233,5.8
79198,79198,1.88339556,0.43587106,6.0
79220,79220,1.88858283,0.48845284,5.9
79293,79293,1.90737326,0.38530121,3.5
79327,79327,1.91549006,0.35848471,5.2
79351,79351,1.92173114,0.43892296,5.1
79353,79353,1.92189585,0.4021815,6.0
79365,79365,1.92617947,0.48409044,5.7
79373,79373,1.93130682,0.48693314,3.9
79390,79390,1.9372818,0.35533153,5.9
79402,79402,1.94068643,0.37610309,5.3
79426,79426,1.94703303,0.49258423,5.0
79433,79433,1.94911456,0.48905973,5.1
79532,79532,1.97590202,0.47138914,4.2
79579,79579,1.99046097,0.42477091,6.0
79637,79637,2.00795637,0.50625481,4.3
79649,79649,2.01178446,0.4521275,5.4
79652,79652,2.01337235,0.42794736,3.7
79665,79665,2.01698372,0.49128648,1.2
79773,79773,2.0526784,0.46943869,5.0
79798,79798,2.06275404,0.34937245,5.4
79860,79860,2.08526704,0.44560467,5.9
79895,79895,2.0963586,0.4875778,5.0
79958,79958,2.1154421,0.3792327,5.4
79994,79994,2.12687699,0.44786269,5.8
80015,80015,2.1382569,0.5202475,5.6
80103,80103,2.16870301,0.47789088,5.2
80111,80111,2.17047103,0.36489255,5.9
80112,80112,2.17103702,0.4220419,5.9
80180,80180,2.19660282,0.48973289,5.8
80228,80228,2.21898776,0.4232629,5.7
80242,80242,2.22450635,0.35975464,5.5
80377,80377,2.27065169,0.37785806,4.7
80415,80415,2.28496427,0.50517193,4.2
80510,80510,2.32421156,0.49078038,5.3
80584,80584,2.35112338,0.49045318,6.0
80594,80594,2.3553998,0.43024044,5.5
80649,80649,2.37802572,0.52109394,5.4
80658,80658,2.38172699,0.46839852,6.0
80665,80665,2.38450046,0.38831612,5.2
80806,80806,2.45108056,0.46074423,4.6
80884,80884,2.48216713,0.40473318,4.5
81003,81003,2.54388983,0.41897414,3.1
81034,81034,2.56144246,0.37373361,6.0
81053,81053,2.57021085,0.42992414,5.3
81063,81063,2.57402861,0.45803296,4.1
81128,81128,2.60370226,0.5216043,5.9
81153,81153,2.6181279,0.38730912,5.6
81257,81257,2.67648045,0.51592568,5.4
81259,81259,2.67808746,0.41455642,5.9
81263,81263,2.67867876,0.44716606,6.0
81264,81264,2.6786992,0.41307066,3.6
81269,81269,2.68124178,0.40766882,5.9
81297,81297,2.69312449,0.35072808,2.6
81298,81298,2.69314492,0.35071271,3.8
81484,81484,2.79378759,0.46405949,5.5
81489,81489,2.79558245,0.40929193,5.0
81582,81582,2.84885434,0.43662708,4.5
81636,81636,2.87832109,0.35689157,4.4
81691,81691,2.9065768,0.43510191,5.6
81726,81726,2.9297595,0.36299295,2.6
81735,81735,2.93454112,0.40785426,4.9
81892,81892,3.02670949,0.48969876,5.8
81940,81940,3.04641309,0.37752674,5.4
81997,81997,3.07792167,0.35773786,4.5
82122,82122,-3.13409756,0.37939269,5.8
82165,82165,-3.10567996,0.48100692,5.8
82177,82177,-3.10093782,0.45638232,5.8
82181,82181,-3.0996481,0.36338225,5.7
82210,82210,-3.0813177,0.42277508,5.1
82218,82218,-3.07617582,0.50988669,5.7
82249,82249,-3.06385474,0.46946666,5.7
82270,82270,-3.05577394,0.43722384,6.0
82272,82272,-3.05435418,0.45593968,4.8
82290,82290,-3.04646319,0.46034242,5.1
82309,82309,-3.03729803,0.48075123,5.1
82312,82312,-3.03491885,0.49822397,4.6
82313,82313,-3.03473406,0.47302607,5.0
82329,82329,-3.02633089,0.45709058,5.4
82332,82332,-3.02400189,0.42560072,5.5
82335,82335,-3.02286881,0.36953405,5.7
82345,82345,-3.01717758,0.43359787,5.4
82389,82389,-3.00039296,0.39975521,4.8
82420,82420,-2.98174376,0.37240531,5.5
82514,82514,-2.93714572,0.4856255,5.8
82536,82536,-2.92663629,0.48541844,5.1
82549,82549,-2.91978493,0.37553178,5.1
82649,82649,-2.86270336,0.37387188,6.0
82650,82650,-2.86258948,0.39939945,5.9
82658,82658,-2.85893549,0.48681747,4.9
82705,82705,-2.83816396,0.49098061,4.3
82824,82824,-2.78062918,0.42087597,5.8
82904,82904,-2.72868331,0.43402358,5.9
82941,82941,-2.71274089,0.35269458,5.6
82945,82945,-2.71105083,0.39703526,5.8
82992,82992,-2.68606193,0.4529542,5.9
83014,83014,-2.67319761,0.3754481,5.1
83054,83054,-2.65768374,0.50428598,5.8
83083,83083,-2.64292488,0.48409364,5.2
83102,83102,-2.63411664,0.38291438,5.4
83202,83202,-2.58257344,0.44205234,4.8
83393,83393,-2.48655727,0.46944979,5.9
83394,83394,-2.48592299,0.39233697,6.0
83415,83415,-2.47617562,0.52292581,4.5
83439,83439,-2.46533094,0.47041186,5.9
83487,83487,-2.43812002,0.46669144,4.9
83499,83499,-2.43123368,0.47619689,2.7
83550,83550,-2.40934121,0.50303788,5.7
83552,83552,-2.40844106,0.42092615,5.8
83623,83623,-2.35655874,0.43990631,4.9
83644,83644,-2.34615201,0.47371024,4.7
83670,83670,-2.33392707,0.43742935,5.0
83681,83681,-2.32898393,0.46236899,5.7
83684,83684,-2.32821642,0.44154934,5.9
83728,83728,-2.30211699,0.51223402,5.3
83754,83754,-2.28566224,0.36223392,5.7
83767,83767,-2.27734015,0.5200463,5.6
83830,83830,-2.24377026,0.51098034,3.7
83892,83892,-2.21408512,0.46917723,2.3
83957,83957,-2.17886437,0.46168986,3.9
84014,84014,-2.15324941,0.49408448,5.8
84018,84018,-2.14895736,0.45762955,4.7
84036,84036,-2.14209872,0.36873547,4.9
84069,84069,-2.12768194,0.35703095,5.8
84097,84097,-2.1139627,0.47161429,4.2
84151,84151,-2.09684488,0.52342143,4.9
84154,84154,-2.09378373,0.40041227,4.8
84239,84239,-2.05293102,0.41229632,6.0
84280,84280,-2.03007477,0.51090558,5.7
84410,84410,-1.97192352,0.37694341,2.8
84415,84415,-1.97053352,0.35931554,5.3
84422,84422,-1.9675005,0.38923722,6.0
84542,84542,-1.92168909,0.47144766,5.9
84640,84640,-1.88191965,0.52169021,5.9
84650,84650,-1.87762629,0.43178093,5.2
84686,84686,-1.86417351,0.36717684,5.5
84757,84757,-1.83758887,0.3962691,5.7
84775,84775,-1.83146263,0.44636364,6.0
84834,84834,-1.81434248,0.38659809,5.7
84950,84950,-1.77597759,0.43453259,3.2
85000,85000,-1.75909342,0.50394676,5.8
85015,85015,-1.7535147,0.446579,5.3
85020,85020,-1.75038358,0.42844318,5.1
85061,85061,-1.73653439,0.40151993,5.7
85094,85094,-1.72500249,0.35119864,5.4
85162,85162,-1.70729947,0.45635265,4.5
85181,85181,-1.70230513,0.49641445,5.6
85231,85231,-1.68487526,0.36698713,5.8
85263,85263,-1.67788681,0.42478444,5.7
85343,85343,-1.65622742,0.42914131,5.6
85359,85359,-1.6523665300000001,0.42495606,5.7
85396,85396,-1.63842797,0.48430657,3.5
85428,85428,-1.63072438,0.35920112,5.8
85436,85436,-1.62843676,0.44747052,5.3
85463,85463,-1.62123168,0.51198123,5.6
85467,85467,-1.62010572,0.3897153,5.9
85544,85544,-1.59959105,0.4547753,5.5
85551,85551,-1.59809108,0.3921846,5.7
85589,85589,-1.58903428,0.51054439,3.8
85646,85646,-1.57351968,0.37689008,5.2
85647,85647,-1.57348339,0.37689648,5.1
85671,85671,-1.56972622,0.36358878,5.1
85724,85724,-1.55367406,0.38768747,5.3
85749,85749,-1.54640404,0.50185871,3.8
85751,85751,-1.54545531,0.45533255,6.0
85752,85752,-1.54545305,0.45540251,5.9
85768,85768,-1.5419176,0.36311992,4.3
85769,85769,-1.54145981,0.34969485,5.2
85920,85920,-1.49610089,0.42627718,5.5
85940,85940,-1.49146413,0.382904,5.0
85955,85955,-1.48779043,0.52070114,5.5
85956,85956,-1.48760971,0.50343984,5.0
85974,85974,-1.48327671,0.40593697,5.7
86002,86002,-1.4766982,0.37953329,3.9
86042,86042,-1.46586073,0.52008936,5.7
86114,86114,-1.45071534,0.41593964,5.7
86174,86174,-1.43689924,0.41151858,6.0
86223,86223,-1.42495632,0.41126706,5.8
86405,86405,-1.3809546,0.35774266,4.3
86417,86417,-1.37855594,0.46438635,4.9
86450,86450,-1.36928845,0.40941032,6.0
86520,86520,-1.35203355,0.37286482,5.3
86557,86557,-1.34289668,0.48601122,5.8
86566,86566,-1.3411288,0.39410431,4.6
86672,86672,-1.31894734,0.45657886,5.3
86706,86706,-1.31224215,0.45761069,5.5
86816,86816,-1.28912789,0.42188045,5.7
86818,86818,-1.28873716,0.49827022,5.5
86929,86929,-1.26333374,0.37470251,5.9
86986,86986,-1.25169058,0.36902277,5.6
87009,87009,-1.24762149,0.37177031,4.6
87035,87035,-1.24088692,0.40027764,5.4
87135,87135,-1.21824679,0.45666952,4.9
87158,87158,-1.21233485,0.51526226,4.9
87260,87260,-1.19283,0.42869601,4.6
87266,87266,-1.19178695,0.43047436,6.0
87300,87300,-1.18375341,0.48613451,3.2
87301,87301,-1.18360215,0.48623268,5.4
87313,87313,-1.1811,0.46268582,6.0
87384,87384,-1.16561537,0.51228701,5.4
87632,87632,-1.12733012,0.44769596,5.5
87728,87728,-1.10953627,0.44085747,6.0
87812,87812,-1.09556941,0.39237906,4.9
87839,87839,-1.09117555,0.43393801,5.7
87882,87882,-1.08500646,0.4179714,4.5
87907,87907,-1.08037988,0.42214511,5.5
88015,88015,-1.0601625,0.40079717,5.7
88070,88070,-1.05138611,0.48196026,4.7
88087,88087,-1.04883458,0.43040697,5.8
88097,88097,-1.04762798,0.43278595,5.3
88132,88132,-1.04036524,0.51944809,5.7
88211,88211,-1.02651569,0.40961399,5.1
88294,88294,-1.01024122,0.46696105,5.5
88329,88329,-1.00483528,0.46528316,5.8
88338,88338,-1.00394211,0.45951673,5.9
88390,88390,-0.99402544,0.49815517,5.2
88409,88409,-0.98984414,0.44397904,4.8
88415,88415,-0.98898005,0.40761806,5.4
88427,88427,-0.98744147,0.48275424,4.7
88450,88450,-0.98330199,0.42788424,5.5
88579,88579,-0.96034255,0.4238616,5.4
88663,88663,-0.94481915,0.37080509,5.8
88782,88782,-0.92183411,0.35667229,6.0
88902,88902,-0.89473089,0.45879354,5.5
88943,88943,-0.8888636,0.36694903,4.8
88944,88944,-0.8885818,0.41782397,5.0
88958,88958,-0.88595486,0.37768964,5.9
89083,89083,-0.86084256,0.43791567,5.1
89215,89215,-0.83188551,0.48977696,5.4
89227,89227,-0.82909356,0.46964764,4.8
89271,89271,-0.81844029,0.48636189,5.2
89331,89331,-0.80269669,0.38626909,5.6
89639,89639,-0.7033218,0.41267161,5.8
89677,89677,-0.69060191,0.41989946,5.7
89684,89684,-0.68790225,0.45306159,5.7
89719,89719,-0.67430002,0.47804573,5.4
89751,89751,-0.66461708,0.40873526,4.8
89870,89870,-0.62532186,0.34974474,5.8
89939,89939,-0.60255703,0.49770008,4.7
89948,89948,-0.60048692,0.44356559,4.3
89971,89971,-0.59441666,0.39649551,5.5
90039,90039,-0.57757336,0.52256263,5.0
90064,90064,-0.56608255,0.49844296,5.6
90074,90074,-0.56380795,0.44835991,5.0
90213,90213,-0.5109711,0.46128756,5.9
90216,90216,-0.5091609,0.50126554,5.6
90237,90237,-0.5031758,0.43808108,4.0
90251,90251,-0.49965664,0.37452657,5.7
90258,90258,-0.49752428,0.44154581,6.0
90336,90336,-0.47407556,0.49497431,6.0
90439,90439,-0.44065149,0.490055,4.9
90543,90543,-0.40655612,0.46263467,6.0
90716,90716,-0.35166006,0.50695086,4.9
90733,90733,-0.34621048,0.52288814,3.1
90774,90774,-0.33109091,0.40669764,4.1
90815,90815,-0.31596342,0.4247633,3.7
90895,90895,-0.28359003,0.35779735,5.6
90980,90980,-0.25592563,0.48539764,2.6
91018,91018,-0.24141234,0.43978923,5.0
91021,91021,-0.23994241,0.36414734,5.9
91185,91185,-0.18256834,0.40956682,4.6
91252,91252,-0.16196662,0.40367139,4.6
91277,91277,-0.15191251,0.43445308,5.9
91339,91339,-0.12670944,0.38785841,5.5
91456,91456,-0.08084939,0.5076199,5.0
91521,91521,-0.05619617,0.49853658,5.9
91610,91610,-0.0209166,0.43395052,4.8
91668,91668,-0.00194988,0.46805329,5.9
91700,91700,0.01365458,0.22895515,5.7
91733,91733,0.02817311,0.31300997,5.7
91749,91749,0.03257017,0.18967434,5.5
91780,91780,0.0465019,0.26015379,2.9
91791,91791,0.05240802,0.34782284,4.9
91909,91909,0.11099349,0.30746433,5.3
91994,91994,0.14913628,0.26104545,5.9
92071,92071,0.19167505,0.26534682,5.6
92079,92079,0.19378515,0.20423019,5.7
92098,92098,0.20222491,0.29096452,5.2
92144,92144,0.22660956,0.33017455,5.8
92229,92229,0.2724696,0.25617405,5.6
92282,92282,0.29296043,0.33845973,5.6
92325,92325,0.31183282,0.27697333,5.9
92435,92435,0.36457354,0.33008903,5.3
92443,92443,0.36646912,0.33129753,5.6
92462,92462,0.38038135,0.31586712,6.0
92483,92483,0.38747743,0.26334783,3.7
92519,92519,0.40189348,0.31775222,6.0
92530,92530,0.40667103,0.29981901,5.9
92535,92535,0.41208882,0.20745958,5.6
92636,92636,0.46017781,0.29159841,5.7
92658,92658,0.47214946,0.18843622,5.9
92679,92679,0.48337295,0.33251484,4.8
92680,92680,0.48337418,0.3324749,4.8
92720,92720,0.50009698,0.30672954,5.2
92821,92821,0.55784825,0.33624544,5.9
92840,92840,0.56864064,0.26261038,6.0
92876,92876,0.59052685,0.34332188,5.7
92931,92931,0.62017207,0.18125685,5.5
93021,93021,0.67151747,0.2134879,5.7
93061,93061,0.69613098,0.34556879,5.7
93081,93081,0.70593755,0.26356673,5.8
93082,93082,0.7078649,0.21356765,5.2
93117,93117,0.72311748,0.31549677,6.0
93126,93126,0.72647913,0.30120049,5.3
93143,93143,0.73621298,0.2596568,5.5
93188,93188,0.75482568,0.3164328,5.9
93194,93194,0.75750774,0.31110504,5.6
93275,93275,0.801304,0.22681712,5.8
93319,93319,0.81992194,0.20392747,5.9
93327,93327,0.8236416,0.34101901,4.5
93462,93462,0.90613619,0.1948887,5.1
93468,93468,0.90804406,0.22282182,4.3
93556,93556,0.95743091,0.34106633,5.5
93610,93610,0.98403999,0.1918287,5.0
93649,93649,1.0048894,0.29984238,6.0
93718,93718,1.03806207,0.21555849,4.0
93720,93720,1.0381553,0.31510994,5.8
93774,93774,1.06843021,0.26233186,5.9
93783,93783,1.07438047,0.23155918,6.0
93784,93784,1.07446316,0.33996667,5.7
93867,93867,1.1211305,0.27067448,3.9
93871,93871,1.12199379,0.24288404,5.6
93873,93873,1.12359309,0.32505468,6.0
93875,93875,1.12471635,0.26140116,5.3
93891,93891,1.13113618,0.24365722,5.8
93896,93896,1.13467084,0.30415664,3.9
93899,93899,1.13684072,0.29080933,5.7
93906,93906,1.13974211,0.30246163,4.8
93917,93917,1.14333895,0.33036542,6.0
93922,93922,1.14577812,0.31093622,4.2
93931,93931,1.14970692,0.27063783,4.6
93934,93934,1.15094844,0.25485821,4.9
93942,93942,1.15504138,0.19376083,5.8
93947,93947,1.15869755,0.25536455,6.0
93949,93949,1.15880111,0.28360873,5.3
93953,93953,1.15930478,0.33285543,3.6
93954,93954,1.1593991,0.2766839,4.0
93956,93956,1.15978729,0.27509201,3.6
93959,93959,1.16078366,0.22581812,5.1
93969,93969,1.16626712,0.27105768,5.7
93974,93974,1.16804066,0.28076826,4.8
93977,93977,1.16846442,0.27200632,5.5
93978,93978,1.16851619,0.23766624,5.5
93992,93992,1.17374702,0.27481882,6.0
94006,94006,1.18249257,0.25727826,4.8
94025,94025,1.19076907,0.17557654,4.4
94026,94026,1.19139783,0.28641585,1.1
94042,94042,1.20118585,0.27811458,5.8
94043,94043,1.20148161,0.21663322,4.3
94050,94050,1.20556503,0.2740692,5.1
94053,94053,1.20607234,0.2761218,4.9
94062,94062,1.20981672,0.21120409,5.4
94094,94094,1.2289568,0.19293873,5.4
94110,94110,1.23589071,0.20273463,5.4
94163,94163,1.25858268,0.32736268,5.1
94175,94175,1.26405894,0.24729527,5.2
94196,94196,1.27411255,0.19802404,5.1
94200,94200,1.27470414,0.17580571,4.7
94211,94211,1.27840177,0.26113214,5.7
94217,94217,1.28088428,0.23452203,4.3
94226,94226,1.2849157,0.29804866,5.7
94239,94239,1.29219772,0.25251802,6.0
94289,94289,1.31645422,0.26766651,4.6
94331,94331,1.32859604,0.32427718,5.0
94358,94358,1.33881909,0.27113894,4.9
94376,94376,1.34747454,0.27900121,5.4
94425,94425,1.3669802,0.196991,5.5
94525,94525,1.40282526,0.30261866,5.1
94553,94553,1.41480273,0.31277987,5.3
94565,94565,1.41757846,0.27634928,5.5
94572,94572,1.41861417,0.30018291,6.0
94595,94595,1.42930024,0.26744427,5.8
94627,94627,1.43675214,0.32391367,4.7
94629,94629,1.4369967,0.29710536,6.0
94648,94648,1.44249064,0.32299718,5.5
94651,94651,1.44452409,0.24909989,5.6
94670,94670,1.45062911,0.17817199,5.6
94699,94699,1.45804225,0.29690164,5.4
94758,94758,1.47656492,0.28815042,4.9
94847,94847,1.50046379,0.27584376,5.9
94854,94854,1.50259665,0.25257847,5.7
94857,94857,1.50324904,0.30913538,5.5
94863,94863,1.50481547,0.2423059,5.2
94887,94887,1.51293184,0.22055944,4.9
94903,94903,1.51684465,0.24945783,5.7
94941,94941,1.52466052,0.34656882,6.0
94944,94944,1.52510958,0.24715292,5.6
94985,94985,1.5358158,0.34455757,5.9
95074,95074,1.55365735,0.2234962,5.8
95165,95165,1.57295414,0.34371225,5.2
95169,95169,1.57350413,0.20391419,6.0
95258,95258,1.59137296,0.25789334,4.4
95351,95351,1.60846555,0.23825524,5.9
95358,95358,1.61032622,0.34563662,5.7
95361,95361,1.6104849,0.24821728,4.4
95364,95364,1.61080997,0.28175844,4.9
95418,95418,1.62121402,0.31280232,5.7
95431,95431,1.62274111,0.33466936,5.2
95443,95443,1.62448128,0.24203664,5.8
95446,95446,1.62548891,0.28205083,5.3
95456,95456,1.62725664,0.2193619,5.4
95475,95475,1.63028973,0.21446281,5.1
95501,95501,1.63731839,0.25137943,6.0
95542,95542,1.64592483,0.25610937,6.0
95598,95598,1.65719522,0.21984807,6.0
95658,95658,1.66947499,0.25745619,4.7
95765,95765,1.69461144,0.19699943,5.8
95787,95787,1.69740063,0.20212527,5.1
95829,95829,1.70502321,0.24775535,5.6
95911,95911,1.7227415,0.28699709,1.9
95962,95962,1.73214868,0.22740874,5.9
96014,96014,1.74311996,0.30885235,5.1
96050,96050,1.75042693,0.23178157,4.6
96073,96073,1.75616237,0.22604103,3.4
96160,96160,1.77566381,0.28381444,5.7
96178,96178,1.77850092,0.2351374,5.9
96264,96264,1.79691945,0.23113357,4.7
96293,96293,1.80501036,0.17493236,5.9
96362,96362,1.82120796,0.28186529,5.9
96402,96402,1.83012165,0.26894569,5.9
96408,96408,1.83116536,0.29230454,6.0
96428,96428,1.83636403,0.19244994,5.3
96534,96534,1.85659377,0.27946677,5.6
96637,96637,1.87841236,0.28353717,5.3
96671,96671,1.88389131,0.21299063,5.8
96745,96745,1.89900535,0.29028762,3.6
96870,96870,1.9294284,0.20540896,5.3
96951,96951,1.95046515,0.21138681,4.9
96984,96984,1.95880317,0.30009152,5.6
97015,97015,1.96679031,0.27813174,5.1
97119,97119,1.99225066,0.310495,5.2
97156,97156,2.00379129,0.25005361,5.8
97220,97220,2.02122466,0.32521758,5.0
97223,97223,2.02248049,0.19009481,5.3
97398,97398,2.0688832,0.27794965,6.0
97471,97471,2.08533904,0.30451113,5.8
97484,97484,2.08853183,0.28963075,5.9
97541,97541,2.10439009,0.23146726,5.1
97644,97644,2.13517421,0.31066827,5.1
97645,97645,2.13520767,0.31066075,6.0
97693,97693,2.15464823,0.20736737,6.0
97780,97780,2.18385508,0.32278459,5.9
97818,97818,2.19897495,0.2237692,5.8
97842,97842,2.20711523,0.25093879,5.9
97880,97880,2.21982632,0.31878095,5.6
98068,98068,2.27090091,0.22447523,5.7
98086,98086,2.27698179,0.32008286,4.2
98088,98088,2.27782071,0.17914069,5.6
98116,98116,2.28722789,0.21458285,5.7
98229,98229,2.32376323,0.30408547,5.9
98234,98234,2.3265122,0.20626888,5.7
98246,98246,2.33203122,0.27079908,5.2
98249,98249,2.33348835,0.27531866,5.6
98266,98266,2.33766834,0.21035615,4.3
98377,98377,2.37818666,0.18972762,5.1
98455,98455,2.41061575,0.26441806,5.6
98626,98626,2.48383166,0.20110096,5.1
98672,98672,2.50579845,0.29082354,5.9
98708,98708,2.5241103,0.17664012,3.8
98732,98732,2.53513707,0.24873395,5.6
98754,98754,2.54685659,0.21015956,5.9
98768,98768,2.55197899,0.20353385,5.0
98875,98875,2.59851071,0.22138013,5.2
98954,98954,2.63810393,0.29683285,3.6
98963,98963,2.64091085,0.17878159,4.6
98966,98966,2.64291187,0.2131461,1.3
99033,99033,2.6790663,0.24396872,5.7
99064,99064,2.69224375,0.34427206,5.0
99135,99135,2.72711885,0.17484747,5.9
99171,99171,2.74683773,0.25123084,5.7
99280,99280,2.80874732,0.33432941,5.6
99281,99281,2.80899661,0.25236021,5.6
99304,99304,2.82145543,0.18867499,5.3
99511,99511,2.93048534,0.27407186,3.4
99524,99524,2.93760781,0.23702672,5.5
99586,99586,2.97281423,0.18858069,4.0
99597,99597,2.97748437,0.20429486,6.0
99600,99600,2.9801505,0.29202161,5.6
99628,99628,2.99801373,0.27383644,6.0
99636,99636,3.00142592,0.32611947,5.7
99672,99672,3.01988525,0.29798869,6.0
99799,99799,3.08082357,0.2541564,5.9
99808,99808,3.0827318,0.25920951,2.2
99811,99811,3.0834103,0.2883552,6.0
99868,99868,3.11150639,0.27794407,5.5
99996,99996,-3.09409548,0.18396367,5.8
100011,100011,-3.08284378,0.26489444,5.1
100052,100052,-3.06221798,0.31536291,4.9
100159,100159,-2.99925334,0.32553964,5.2
100160,100160,-2.99925312,0.32554007,5.2
100175,100175,-2.99120977,0.30307235,5.8
100210,100210,-2.96988279,0.18344942,5.0
100251,100251,-2.94896014,0.29409239,5.3
100259,100259,-2.94650941,0.2134734,6.0
100282,100282,-2.93914376,0.25124315,5.6
100356,100356,-2.89527585,0.30854701,5.0
100373,100373,-2.88551946,0.3035529,6.0
100383,100383,-2.8811597,0.19595636,3.0
100435,100435,-2.85055318,0.17957048,6.0
100442,100442,-2.84682683,0.31055346,4.5
100459,100459,-2.83590085,0.20632662,5.8
100472,100472,-2.82732038,0.2024006,5.8
100496,100496,-2.81527571,0.24326952,5.5
100581,100581,-2.76641951,0.24513523,5.2
100591,100591,-2.763126,0.19332765,5.8
100653,100653,-2.71787208,0.19197778,5.5
100705,100705,-2.68394484,0.30901486,4.5
100724,100724,-2.67443592,0.28004128,4.3
100744,100744,-2.66225825,0.21662246,6.0
100750,100750,-2.6580275,0.31727482,5.7
100765,100765,-2.65157924,0.32546197,2.8
100800,100800,-2.63435727,0.25992675,6.0
100924,100924,-2.56703222,0.23026303,5.5
100933,100933,-2.56390161,0.18038545,5.4
100943,100943,-2.55961625,0.3393257,0.2
100948,100948,-2.5581413,0.33412278,5.8
100955,100955,-2.55218544,0.27041845,6.0
100974,100974,-2.54447333,0.23097818,5.3
100979,100979,-2.54213437,0.28859106,5.0
101024,101024,-2.51271219,0.33947987,5.4
101120,101120,-2.46132206,0.32314267,6.0
101136,101136,-2.45081896,0.23994874,6.0
101137,101137,-2.45055244,0.29027846,4.9
101138,101138,-2.45052429,0.29026901,5.8
101144,101144,-2.44887583,0.24333031,3.9
101151,101151,-2.44642299,0.20725853,5.6
101183,101183,-2.43078047,0.29976132,4.7
101249,101249,-2.40384313,0.33697945,4.6
101275,101275,-2.3949213,0.33777561,6.0
101292,101292,-2.38299285,0.255644,5.8
101298,101298,-2.37861534,0.28952399,5.8
101378,101378,-2.33418021,0.32522247,6.0
101428,101428,-2.31345937,0.33445934,6.0
101544,101544,-2.2537934,0.27231815,5.5
101622,101622,-2.21477678,0.18681161,5.2
101623,101623,-2.21477329,0.18683662,4.2
101639,101639,-2.2074576,0.1776066,5.4
101641,101641,-2.20704933,0.28419783,5.9
101677,101677,-2.18740049,0.28247669,6.0
101681,101681,-2.18463022,0.34610175,4.5
101682,101682,-2.18412676,0.22700799,5.3
101685,101685,-2.18314676,0.32501686,5.8
101711,101711,-2.17106363,0.30403965,5.9
101724,101724,-2.16474132,0.271871,3.7
101738,101738,-2.16000195,0.24902726,5.7
101751,101751,-2.15335697,0.31930396,4.3
101770,101770,-2.14506454,0.26675753,5.6
101825,101825,-2.11996016,0.276173,3.9
101833,101833,-2.11650158,0.25405876,5.7
101878,101878,-2.09880415,0.31337818,5.3
101938,101938,-2.07154852,0.17495554,5.6
101950,101950,-2.0690159,0.29982725,5.3
101993,101993,-2.05419551,0.29310706,5.9
102039,102039,-2.03653911,0.33044581,5.9
102106,102106,-2.00838404,0.33631195,3.8
102152,102152,-1.99357593,0.24691192,4.5
