,Star ID,RA,DE,Magnitude
76429,76429,1.05476537,0.38304649,4.5
76437,76437,1.05754975,0.38180008,6.0
76454,76454,1.06261783,0.47938658,5.3
76460,76460,1.064262,0.50383811,5.3
76473,76473,1.07278088,0.4143384,7.0
76484,76484,1.08114755,0.45993173,5.5
76504,76504,1.0903266,0.38897421,6.2
76511,76511,1.09712619,0.41139578,7.0
76514,76514,1.09750529,0.38968184,7.0
76531,76531,1.10970907,0.35704443,4.8
76540,76540,1.11449381,0.37452599,5.6
76547,76547,1.11912163,0.36692125,5.4
76550,76550,1.11983576,0.37794106,5.3
76557,76557,1.12256931,0.47530353,5.1
76563,76563,1.12823465,0.36517282,6.9
76564,76564,1.12850408,0.36775678,7.0
76570,76570,1.13199256,0.36136669,6.1
76572,76572,1.13243355,0.44528619,5.4
76584,76584,1.13703358,0.36420183,5.9
76590,76590,1.13872589,0.42213023,6.2
76600,76600,1.14486931,0.38713313,4.4
76601,76601,1.14508377,0.3854947,5.4
76607,76607,1.14891244,0.39622247,4.4
76612,76612,1.15321176,0.39942403,5.4
76617,76617,1.15645808,0.3754227,5.7
76626,76626,1.16168199,0.47639921,6.6
76633,76633,1.16594896,0.48910205,6.6
76653,76653,1.18464056,0.50367356,5.7
76657,76657,1.18577794,0.39426852,6.8
76669,76669,1.1932398,0.40562494,6.0
76679,76679,1.20126679,0.35929256,5.7
76681,76681,1.20165891,0.46848331,6.5
76688,76688,1.20572792,0.43844227,6.3
76696,76696,1.20955667,0.52143665,6.9
76706,76706,1.21385541,0.49776655,5.7
76720,76720,1.21841458,0.39903075,4.3
76726,76726,1.22259559,0.41880741,6.2
76736,76736,1.23344586,0.41081366,6.2
76737,76737,1.23350302,0.49865429,7.0
76760,76760,1.24425309,0.50874903,7.0
76766,76766,1.24684941,0.37051469,6.9
76801,76801,1.26387154,0.48547492,5.9
76811,76811,1.26775017,0.40551465,6.6
76847,76847,1.27937115,0.42785258,6.3
76857,76857,1.28619386,0.41665203,6.0
76861,76861,1.28758671,0.43589647,5.6
76879,76879,1.29493992,0.47562976,6.6
76902,76902,1.30304662,0.46423683,6.9
76919,76919,1.30944949,0.37560087,4.7
76938,76938,1.31500771,0.3701792,6.3
76940,76940,1.31555211,0.48220374,6.5
76953,76953,1.3203743,0.40131854,6.7
76954,76954,1.32117788,0.46012309,6.6
76961,76961,1.32502168,0.39173934,7.0
76970,76970,1.33013579,0.35524742,5.3
76971,76971,1.33051561,0.37769691,6.0
76973,76973,1.33107703,0.42238645,5.5
76977,76977,1.33275138,0.49235297,7.0
76988,76988,1.33754231,0.51899814,6.6
76989,76989,1.33783269,0.48814847,6.0
76997,76997,1.33920692,0.47988831,6.9
77016,77016,1.34442654,0.51783837,7.0
77024,77024,1.34586949,0.52087054,6.7
77027,77027,1.34940066,0.46071902,6.8
77056,77056,1.3633326,0.38797545,6.2
77078,77078,1.37049056,0.50355115,6.9
77081,77081,1.37218971,0.41814007,6.9
77083,77083,1.37251922,0.35046119,6.8
77096,77096,1.37998632,0.384786,5.1
77097,77097,1.38004922,0.35053173,6.2
77120,77120,1.38686633,0.48709526,6.3
77123,77123,1.38765951,0.51524044,5.7
77138,77138,1.39718741,0.50424361,6.4
77156,77156,1.40585537,0.3584884,6.8
77167,77167,1.40991406,0.49859083,1.8
77183,77183,1.41646196,0.38215841,4.8
77199,77199,1.42327878,0.438261,6.6
77200,77200,1.42329485,0.43828451,5.9
77204,77204,1.42461519,0.50873536,6.2
77214,77214,1.42801233,0.35803665,6.9
77219,77219,1.42986965,0.39139542,6.5
77251,77251,1.44182937,0.4292743,6.9
77254,77254,1.44283192,0.35675393,6.1
77284,77284,1.45034964,0.41902374,5.3
77294,77294,1.45204682,0.48226279,6.5
77309,77309,1.45474139,0.45219804,6.3
77312,77312,1.45487949,0.38334455,6.7
77321,77321,1.45744804,0.46940596,5.7
77335,77335,1.46020522,0.36850688,3.0
77349,77349,1.46537059,0.46409546,6.5
77353,77353,1.4666193,0.50943194,6.0
77357,77357,1.46802342,0.37937412,6.3
77359,77359,1.46885238,0.45153311,5.0
77362,77362,1.46955858,0.42234554,7.0
77392,77392,1.47550114,0.51423159,6.8
77412,77412,1.4785999,0.4067084,6.5
77419,77419,1.47934479,0.3950914,6.5
77448,77448,1.48438712,0.50925794,6.7
77449,77449,1.48477975,0.40460901,6.1
77458,77458,1.48597363,0.44362837,6.9
77559,77559,1.50309356,0.44596149,6.6
77577,77577,1.5070335,0.36396742,5.9
77591,77591,1.50947303,0.42852313,5.0
77624,77624,1.51763085,0.48790369,5.6
77646,77646,1.52193374,0.40790633,7.0
77674,77674,1.52796189,0.48175199,4.5
77679,77679,1.52866394,0.35411523,6.6
77704,77704,1.53335874,0.35375574,4.6
77709,77709,1.53534688,0.39290566,7.0
77729,77729,1.53959894,0.35200474,5.4
77743,77743,1.54193427,0.50503274,6.4
77749,77749,1.54405608,0.42314073,6.0
77774,77774,1.54850143,0.45290611,4.9
77799,77799,1.55240057,0.4498449,6.6
77812,77812,1.55620757,0.37703034,6.7
77817,77817,1.55737803,0.49085853,7.0
77818,77818,1.55755453,0.47597606,6.8
77830,77830,1.55962136,0.39965553,6.9
77836,77836,1.56147534,0.48121704,6.1
77857,77857,1.56500657,0.39097727,6.3
77888,77888,1.57139185,0.35933503,6.9
77899,77899,1.57274542,0.46307081,7.0
77910,77910,1.57493828,0.35153336,4.7
77914,77914,1.57550683,0.4061018,4.3
77917,77917,1.57563576,0.44414804,7.0
77957,77957,1.58467649,0.51519143,6.3
77970,77970,1.58720868,0.41268334,6.9
77979,77979,1.58917275,0.46581427,7.0
77982,77982,1.58961985,0.36350549,6.9
78044,78044,1.59926367,0.38746256,6.0
78049,78049,1.60001409,0.40358029,5.8
78062,78062,1.60336534,0.40157859,6.7
78076,78076,1.60744395,0.36507837,6.9
78078,78078,1.60775666,0.42643765,5.9
78091,78091,1.60940505,0.38189554,7.0
78097,78097,1.61131517,0.40005821,6.3
78128,78128,1.62083761,0.38043679,6.7
78134,78134,1.62253865,0.39310322,3.7
78142,78142,1.62399113,0.51519327,4.5
78167,78167,1.62866141,0.41867012,6.1
78175,78175,1.63156549,0.41468461,6.3
78195,78195,1.63717375,0.47527788,6.7
78200,78200,1.6381219,0.52015791,6.9
78209,78209,1.63999624,0.41232419,6.6
78221,78221,1.64181909,0.40999408,7.0
78224,78224,1.64207325,0.40659457,7.0
78256,78256,1.6488228,0.51304361,6.9
78258,78258,1.64937098,0.51601464,6.3
78296,78296,1.65777889,0.39341651,3.2
78330,78330,1.66525726,0.43767195,6.6
78332,78332,1.66540787,0.51898451,6.5
78347,78347,1.66897481,0.40965166,6.8
78348,78348,1.66901081,0.40764647,6.0
78354,78354,1.66988973,0.37829192,6.6
78394,78394,1.67898522,0.36341008,6.5
78401,78401,1.67974858,0.35828279,6.1
78416,78416,1.68341959,0.47127114,6.5
78422,78422,1.68421561,0.35335189,4.1
78439,78439,1.68952759,0.49300408,6.9
78444,78444,1.6901053,0.39409665,6.8
78523,78523,1.71064993,0.48979422,5.0
78539,78539,1.71612801,0.47686007,6.9
78544,78544,1.71772775,0.40387762,6.8
78556,78556,1.72084382,0.4299494,6.4
78567,78567,1.72278026,0.41274104,6.8
78570,78570,1.72444014,0.50665236,5.5
78571,78571,1.72461213,0.42752456,6.7
78585,78585,1.72822358,0.38530994,6.3
78592,78592,1.72961795,0.49408826,5.8
78595,78595,1.72987081,0.43013043,6.5
78635,78635,1.73746619,0.49296175,6.5
78681,78681,1.74906448,0.43951715,3.2
78690,78690,1.75198631,0.36206933,6.2
78691,78691,1.75226367,0.50655326,5.5
78695,78695,1.75369266,0.39950335,6.8
78709,78709,1.75601482,0.4839207,6.8
78716,78716,1.75902457,0.40883548,6.5
78741,78741,1.76371202,0.38835282,7.0
78769,78769,1.77171944,0.47557464,6.6
78770,78770,1.77200204,0.40595127,7.0
78794,78794,1.77987318,0.45068968,6.9
78804,78804,1.7826532,0.38086546,5.2
78812,78812,1.7840979,0.44896496,6.6
78815,78815,1.78444449,0.41299076,5.8
78851,78851,1.79494585,0.37045913,6.6
78854,78854,1.79621921,0.42430239,6.8
78857,78857,1.7974901,0.37761275,6.8
78865,78865,1.79872158,0.44401244,5.8
78875,78875,1.8012491,0.47737504,7.0
78896,78896,1.80614497,0.43126979,7.0
78920,78920,1.81157993,0.39344148,6.9
78928,78928,1.8138714,0.45637946,6.1
78946,78946,1.81679584,0.45350461,6.3
78962,78962,1.82231232,0.41035037,7.0
78989,78989,1.82844104,0.44503079,6.9
78998,78998,1.82983425,0.42391483,5.2
79008,79008,1.83403852,0.51352614,6.0
79030,79030,1.83758641,0.36033025,3.9
79041,79041,1.84261645,0.39643477,5.9
79064,79064,1.85109097,0.42319619,6.9
79065,79065,1.85127256,0.49315694,6.2
79069,79069,1.85156046,0.39762828,6.5
79120,79120,1.86104647,0.4505119,7.0
79130,79130,1.86377362,0.37237778,6.5
79140,79140,1.86874352,0.47020048,5.6
79141,79141,1.86928886,0.46234213,6.8
79161,79161,1.87362121,0.42261233,5.8
79169,79169,1.87495355,0.47667337,6.4
79171,79171,1.87513128,0.45088555,6.9
79190,79190,1.8823048,0.43281155,6.7
79198,79198,1.88339556,0.43587106,6.0
79220,79220,1.88858283,0.48845284,5.9
79237,79237,1.89265373,0.42980638,7.0
79240,79240,1.89350516,0.46742196,6.5
79285,79285,1.9042401,0.46977054,6.9
79293,79293,1.90737326,0.38530121,3.5
79327,79327,1.91549006,0.35848471,5.2
79351,79351,1.92173114,0.43892296,5.1
79353,79353,1.92189585,0.4021815,6.0
79365,79365,1.92617947,0.48409044,5.7
79373,79373,1.93130682,0.48693314,3.9
79374,79374,1.93136317,0.35945594,6.9
79385,79385,1.93680751,0.37764281,6.5
79390,79390,1.9372818,0.35533153,5.9
79400,79400,1.94033315,0.38822445,6.9
79402,79402,1.94068643,0.37610309,5.3
79413,79413,1.94411848,0.48268036,6.6
79426,79426,1.94703303,0.49258423,5.0
79433,79433,1.94911456,0.48905973,5.1
79482,79482,1.96179045,0.37553236,6.8
79488,79488,1.96283343,0.40135402,6.4
79511,79511,1.96961709,0.50258787,6.7
79530,79530,1.97343688,0.50157723,7.0
79532,79532,1.97590202,0.47138914,4.2
79552,79552,1.98161419,0.35379899,6.8
79557,79557,1.98394777,0.39189943,6.9
79561,79561,1.98625538,0.4271529,6.3
79579,79579,1.99046097,0.42477091,6.0
79606,79606,1.99832608,0.40379758,6.2
79637,79637,2.00795637,0.50625481,4.3
79640,79640,2.00884314,0.39302924,6.3
79648,79648,2.01128122,0.42523866,6.8
79649,79649,2.01178446,0.4521275,5.4
79652,79652,2.01337235,0.42794736,3.7
79664,79664,2.01682126,0.35670748,6.3
79665,79665,2.01698372,0.49128648,1.2
79702,79702,2.03055831,0.5042182,6.9
79703,79703,2.0314445,0.40607635,6.2
79725,79725,2.03655512,0.46060175,6.8
79729,79729,2.03703923,0.49437867,6.6
79738,79738,2.04052996,0.42391788,7.0
79746,79746,2.04346539,0.51131515,6.9
79771,79771,2.05190638,0.49188343,6.7
79773,79773,2.0526784,0.46943869,5.0
79781,79781,2.05634272,0.37065664,7.0
79798,79798,2.06275404,0.34937245,5.4
79804,79804,2.06436818,0.41464393,6.7
79805,79805,2.06443559,0.52334929,6.9
79846,79846,2.0801437,0.40701951,6.9
79855,79855,2.08323519,0.51254498,6.9
79860,79860,2.08526704,0.44560467,5.9
79863,79863,2.08579399,0.41402768,6.4
79868,79868,2.08879254,0.44032577,6.2
79892,79892,2.09558258,0.46092046,7.0
79895,79895,2.0963586,0.4875778,5.0
79902,79902,2.09828435,0.38768048,6.9
79927,79927,2.10554361,0.48299001,6.2
79939,79939,2.10899362,0.39758484,6.2
79958,79958,2.1154421,0.3792327,5.4
79973,79973,2.11957417,0.48219069,6.8
79981,79981,2.1227554,0.5103415,6.6
79990,79990,2.12580659,0.45366658,6.7
79994,79994,2.12687699,0.44786269,5.8
80015,80015,2.1382569,0.5202475,5.6
80023,80023,2.14123356,0.4064817,6.4
80029,80029,2.14472858,0.36408368,6.8
80075,80075,2.16023678,0.46392859,7.0
80088,80088,2.16498422,0.42467448,7.0
80103,80103,2.16870301,0.47789088,5.2
80111,80111,2.17047103,0.36489255,5.9
80112,80112,2.17103702,0.4220419,5.9
80163,80163,2.19005806,0.35458255,7.0
80180,80180,2.19660282,0.48973289,5.8
80186,80186,2.19807123,0.47297017,6.3
80187,80187,2.19808766,0.47298898,6.3
80200,80200,2.20439223,0.37204437,7.0
80203,80203,2.20631886,0.42432804,6.1
80208,80208,2.21090587,0.42782902,7.0
80209,80209,2.21144212,0.46008445,6.7
80228,80228,2.21898776,0.4232629,5.7
80242,80242,2.22450635,0.35975464,5.5
80244,80244,2.22550686,0.42335225,6.4
80274,80274,2.23877529,0.42280204,6.8
80291,80291,2.2442205,0.49689999,6.7
80309,80309,2.25068804,0.41650983,6.8
80332,80332,2.25685581,0.35230455,6.5
80335,80335,2.25722437,0.3516676,6.5
80353,80353,2.26182862,0.36051153,6.6
80360,80360,2.26441294,0.35000212,7.0
80377,80377,2.27065169,0.37785806,4.7
80411,80411,2.2840255,0.36303581,6.9
80414,80414,2.28483126,0.50526288,6.6
80415,80415,2.28496427,0.50517193,4.2
80422,80422,2.2868698,0.49474402,6.6
80475,80475,2.31026543,0.49651534,6.3
80477,80477,2.3109155,0.49782201,6.1
80490,80490,2.31720363,0.35181484,6.8
80502,80502,2.32114756,0.4606862,6.7
80510,80510,2.32421156,0.49078038,5.3
80518,80518,2.3269094,0.43006358,6.7
80528,80528,2.33088883,0.38490667,7.0
80561,80561,2.34314395,0.46477851,6.6
80584,80584,2.35112338,0.49045318,6.0
80594,80594,2.3553998,0.43024044,5.5
80608,80608,2.36137979,0.49039238,6.3
80642,80642,2.37613241,0.40461643,6.8
80648,80648,2.37782545,0.4507944,6.8
80649,80649,2.37802572,0.52109394,5.4
80658,80658,2.38172699,0.46839852,6.0
80665,80665,2.38450046,0.38831612,5.2
80673,80673,2.38882429,0.38747483,6.1
80701,80701,2.40317868,0.37507785,6.1
80708,80708,2.40661058,0.44017233,7.0
80740,80740,2.42013136,0.48227239,6.5
80756,80756,2.42747003,0.46187758,6.6
80796,80796,2.44625414,0.44327426,6.5
80800,80800,2.44881083,0.45612944,6.8
80806,80806,2.45108056,0.46074423,4.6
80808,80808,2.45194442,0.34913503,6.7
80863,80863,2.47644121,0.38455232,6.8
80876,80876,2.48000786,0.48185564,6.6
80884,80884,2.48216713,0.40473318,4.5
80899,80899,2.48875407,0.49899875,6.4
80908,80908,2.492043,0.41325353,6.4
80930,80930,2.50501749,0.4058927,7.0
80934,80934,2.50879634,0.43451635,6.6
80949,80949,2.51374617,0.3582137,6.8
80969,80969,2.52535501,0.45625428,6.4
80987,80987,2.53324993,0.35644316,7.0
81001,81001,2.5412554,0.41374276,6.8
81003,81003,2.54388983,0.41897414,3.1
81014,81014,2.55052942,0.41678055,6.7
81034,81034,2.56144246,0.37373361,6.0
81039,81039,2.56273611,0.43276166,7.0
81053,81053,2.57021085,0.42992414,5.3
81063,81063,2.57402861,0.45803296,4.1
81068,81068,2.57770289,0.45211605,7.0
81119,81119,2.5986992,0.48866688,6.4
81127,81127,2.60354096,0.37631083,6.6
81128,81128,2.60370226,0.5216043,5.9
81142,81142,2.61117765,0.50658807,7.0
81153,81153,2.6181279,0.38730912,5.6
81180,81180,2.63284939,0.37975053,7.0
81207,81207,2.64666426,0.35915705,6.6
81219,81219,2.65454558,0.36555882,6.6
81232,81232,2.66107486,0.49724033,7.0
81242,81242,2.66602687,0.47794305,6.1
81249,81249,2.66924853,0.37380735,6.1
81257,81257,2.67648045,0.51592568,5.4
81258,81258,2.67750626,0.50498227,6.5
81259,81259,2.67808746,0.41455642,5.9
81263,81263,2.67867876,0.44716606,6.0
81264,81264,2.6786992,0.41307066,3.6
81269,81269,2.68124178,0.40766882,5.9
81277,81277,2.68501249,0.48285983,6.5
81284,81284,2.68881105,0.43568431,6.6
81297,81297,2.69312449,0.35072808,2.6
81298,81298,2.69314492,0.35071271,3.8
81327,81327,2.70906051,0.52132117,6.5
81328,81328,2.70980729,0.45068464,6.9
81370,81370,2.73236873,0.52332025,6.7
81380,81380,2.73621878,0.50331286,6.9
81422,81422,2.75780872,0.49256081,6.9
81462,81462,2.78200153,0.48496436,6.9
81484,81484,2.79378759,0.46405949,5.5
81489,81489,2.79558245,0.40929193,5.0
81495,81495,2.79930625,0.34944633,6.1
81532,81532,2.81957833,0.51803268,6.3
81541,81541,2.82373054,0.49285432,6.1
81546,81546,2.82701394,0.41314416,6.6
81573,81573,2.84423656,0.52180836,6.6
81575,81575,2.84484553,0.44955158,6.2
81582,81582,2.84885434,0.43662708,4.5
81583,81583,2.84888757,0.43661404,6.3
81588,81588,2.8518331,0.39477302,6.2
81590,81590,2.85301898,0.44972815,6.4
81636,81636,2.87832109,0.35689157,4.4
81647,81647,2.88440973,0.45455767,6.9
81673,81673,2.898974,0.45043297,6.7
81680,81680,2.9015576,0.41179924,6.4
81691,81691,2.9065768,0.43510191,5.6
81724,81724,2.92804588,0.35609594,6.9
81726,81726,2.9297595,0.36299295,2.6
81735,81735,2.93454112,0.40785426,4.9
81755,81755,2.94553248,0.4823325,6.8
81759,81759,2.94688562,0.39188775,7.0
81862,81862,3.00317409,0.50138835,7.0
81885,81885,3.02140885,0.36159785,6.4
81892,81892,3.02670949,0.48969876,5.8
81929,81929,3.04364355,0.41862338,6.8
81940,81940,3.04641309,0.37752674,5.4
81948,81948,3.05210956,0.39250962,6.6
81959,81959,3.06138613,0.44498726,6.2
81967,81967,3.06360793,0.50523103,7.0
81987,81987,3.07363914,0.41884465,6.9
81997,81997,3.07792167,0.35773786,4.5
82000,82000,3.0805809,0.50750461,7.0
82050,82050,3.11033295,0.45030809,7.0
82061,82061,3.11444058,0.47049505,6.9
82105,82105,3.13800878,0.39047956,6.6
82122,82122,-3.13409756,0.37939269,5.8
82165,82165,-3.10567996,0.48100692,5.8
82176,82176,-3.1013402,0.41191176,6.8
82177,82177,-3.10093782,0.45638232,5.8
82180,82180,-3.100229,0.50291973,6.4
82181,82181,-3.0996481,0.36338225,5.7
82210,82210,-3.0813177,0.42277508,5.1
82218,82218,-3.07617582,0.50988669,5.7
82236,82236,-3.06953215,0.45877259,6.4
82238,82238,-3.06831086,0.40687566,6.1
82243,82243,-3.06745724,0.49630367,6.3
82245,82245,-3.06597139,0.50164195,6.5
82248,82248,-3.06398164,0.45865585,6.1
82249,82249,-3.06385474,0.46946666,5.7
82253,82253,-3.06228925,0.47706117,7.0
82270,82270,-3.05577394,0.43722384,6.0
82272,82272,-3.05435418,0.45593968,4.8
82287,82287,-3.04756442,0.45602578,6.6
82290,82290,-3.04646319,0.46034242,5.1
82292,82292,-3.0458689,0.45133672,6.3
82296,82296,-3.04237977,0.42243256,6.1
82309,82309,-3.03729803,0.48075123,5.1
82312,82312,-3.03491885,0.49822397,4.6
82313,82313,-3.03473406,0.47302607,5.0
82320,82320,-3.03189667,0.45707652,6.6
82325,82325,-3.02753611,0.46257072,6.5
82327,82327,-3.02707011,0.45685574,6.7
82329,82329,-3.02633089,0.45709058,5.4
82332,82332,-3.02400189,0.42560072,5.5
82335,82335,-3.02286881,0.36953405,5.7
82345,82345,-3.01717758,0.43359787,5.4
82377,82377,-3.00598522,0.4286311,6.1
82389,82389,-3.00039296,0.39975521,4.8
82393,82393,-2.99918229,0.38671197,6.1
82419,82419,-2.98210082,0.40027982,6.5
82420,82420,-2.98174376,0.37240531,5.5
82455,82455,-2.96337853,0.46077085,6.7
82489,82489,-2.94922391,0.42622812,6.7
82510,82510,-2.93935814,0.43832204,6.4
82514,82514,-2.93714572,0.4856255,5.8
82518,82518,-2.93492828,0.46606972,6.9
82522,82522,-2.93293715,0.40380306,6.5
82536,82536,-2.92663629,0.48541844,5.1
82549,82549,-2.91978493,0.37553178,5.1
82558,82558,-2.91379903,0.39058641,7.0
82588,82588,-2.89655292,0.49897305,6.6
82621,82621,-2.87737257,0.39978556,6.9
82647,82647,-2.8632754,0.51132465,6.4
82649,82649,-2.86270336,0.37387188,6.0
82650,82650,-2.86258948,0.39939945,5.9
82651,82651,-2.86258301,0.39351808,6.6
82658,82658,-2.85893549,0.48681747,4.9
82664,82664,-2.85579012,0.48561018,6.4
82665,82665,-2.85523554,0.43803338,6.9
82691,82691,-2.84297053,0.37525437,6.7
82698,82698,-2.84002645,0.38718699,6.8
82705,82705,-2.83816396,0.49098061,4.3
82707,82707,-2.83732868,0.42802261,6.5
82750,82750,-2.81822205,0.34990977,6.3
82799,82799,-2.79419832,0.43883909,7.0
82805,82805,-2.79245277,0.3657783,6.7
82824,82824,-2.78062918,0.42087597,5.8
82874,82874,-2.7470025,0.42944849,6.2
82887,82887,-2.73655183,0.39711753,7.0
82904,82904,-2.72868331,0.43402358,5.9
82914,82914,-2.72423359,0.3976294,7.0
82941,82941,-2.71274089,0.35269458,5.6
82943,82943,-2.71248512,0.49423579,6.4
82945,82945,-2.71105083,0.39703526,5.8
82968,82968,-2.69919524,0.4005854,6.4
82992,82992,-2.68606193,0.4529542,5.9
83014,83014,-2.67319761,0.3754481,5.1
83021,83021,-2.67021855,0.37566089,6.9
83054,83054,-2.65768374,0.50428598,5.8
83079,83079,-2.64477362,0.4566271,6.7
83083,83083,-2.64292488,0.48409364,5.2
83088,83088,-2.64090524,0.36996816,6.9
83102,83102,-2.63411664,0.38291438,5.4
83129,83129,-2.6227637,0.48218812,6.1
83144,83144,-2.61345442,0.39681365,6.8
83151,83151,-2.60717131,0.45480013,6.8
83171,83171,-2.59753767,0.5004801,7.0
83189,83189,-2.59194477,0.42850621,6.7
83202,83202,-2.58257344,0.44205234,4.8
83234,83234,-2.56699645,0.51204804,6.8
83241,83241,-2.56404182,0.38582147,6.4
83248,83248,-2.56248339,0.35139102,6.6
83250,83250,-2.56242543,0.41745745,6.7
83258,83258,-2.55594371,0.35524621,6.4
83282,83282,-2.54799992,0.3758488,6.7
83297,83297,-2.53726091,0.45908826,6.9
83311,83311,-2.53056437,0.51657286,6.6
83320,83320,-2.52694186,0.44617393,6.1
83328,83328,-2.52283176,0.48239359,6.6
83335,83335,-2.51980863,0.37670959,6.7
83373,83373,-2.50300969,0.49765271,7.0
83374,83374,-2.50223585,0.4551201,7.0
83393,83393,-2.48655727,0.46944979,5.9
83394,83394,-2.48592299,0.39233697,6.0
83415,83415,-2.47617562,0.52292581,4.5
83426,83426,-2.47028135,0.40957671,6.5
83430,83430,-2.46874022,0.48349319,7.0
83439,83439,-2.46533094,0.47041186,5.9
83457,83457,-2.45178667,0.38727203,6.2
83473,83473,-2.44511428,0.37240027,6.4
83487,83487,-2.43812002,0.46669144,4.9
83499,83499,-2.43123368,0.47619689,2.7
83523,83523,-2.41978722,0.42420412,7.0
83534,83534,-2.41653989,0.42888596,6.3
83545,83545,-2.41274998,0.44257545,6.8
83549,83549,-2.40975573,0.43504596,6.6
83550,83550,-2.40934121,0.50303788,5.7
83552,83552,-2.40844106,0.42092615,5.8
83559,83559,-2.40052104,0.35770281,6.9
83568,83568,-2.39443937,0.35067616,7.0
83585,83585,-2.38328097,0.42913191,6.9
83595,83595,-2.37885918,0.37971538,6.2
83615,83615,-2.36217318,0.38820602,6.5
83623,83623,-2.35655874,0.43990631,4.9
83631,83631,-2.35195283,0.49675886,6.9
83637,83637,-2.34891472,0.47605116,6.9
83644,83644,-2.34615201,0.47371024,4.7
83670,83670,-2.33392707,0.43742935,5.0
83681,83681,-2.32898393,0.46236899,5.7
83684,83684,-2.32821642,0.44154934,5.9
83707,83707,-2.31558279,0.35310289,6.6
83713,83713,-2.31323997,0.39271843,6.8
83722,83722,-2.30680661,0.4043558,6.3
83728,83728,-2.30211699,0.51223402,5.3
83732,83732,-2.29715203,0.45075761,6.7
83754,83754,-2.28566224,0.36223392,5.7
83755,83755,-2.28552174,0.47160212,6.5
83767,83767,-2.27734015,0.5200463,5.6
83777,83777,-2.27350079,0.43872516,6.4
83829,83829,-2.24495251,0.44112237,6.3
83830,83830,-2.24377026,0.51098034,3.7
83892,83892,-2.21408512,0.46917723,2.3
83957,83957,-2.17886437,0.46168986,3.9
84010,84010,-2.15415102,0.39388983,7.0
84014,84014,-2.15324941,0.49408448,5.8
84018,84018,-2.14895736,0.45762955,4.7
84036,84036,-2.14209872,0.36873547,4.9
84069,84069,-2.12768194,0.35703095,5.8
84097,84097,-2.1139627,0.47161429,4.2
84151,84151,-2.09684488,0.52342143,4.9
84154,84154,-2.09378373,0.40041227,4.8
84161,84161,-2.09175166,0.39054404,6.9
84201,84201,-2.07170117,0.38319799,6.3
84222,84222,-2.05948292,0.46900294,6.7
84239,84239,-2.05293102,0.41229632,6.0
84246,84246,-2.04775481,0.46771009,6.4
84249,84249,-2.04654203,0.37860274,6.6
84268,84268,-2.03440988,0.48077034,6.3
84273,84273,-2.03267844,0.40571541,6.6
84280,84280,-2.03007477,0.51090558,5.7
84294,84294,-2.02318792,0.45408682,6.6
84305,84305,-2.01628856,0.3709181,6.1
84314,84314,-2.01135924,0.39021107,7.0
84392,84392,-1.98160967,0.45542554,6.7
84410,84410,-1.97192352,0.37694341,2.8
84415,84415,-1.97053352,0.35931554,5.3
84422,84422,-1.9675005,0.38923722,6.0
84483,84483,-1.94268693,0.40089738,6.9
84516,84516,-1.93195897,0.3857915,6.9
84520,84520,-1.93083833,0.4031552,7.0
84535,84535,-1.92450933,0.43552941,6.2
84542,84542,-1.92168909,0.47144766,5.9
84561,84561,-1.91403364,0.36318382,7.0
84571,84571,-1.91081438,0.41204717,6.8
84640,84640,-1.88191965,0.52169021,5.9
84647,84647,-1.87857698,0.49226507,6.9
84650,84650,-1.87762629,0.43178093,5.2
84653,84653,-1.87744667,0.44476608,6.9
84654,84654,-1.87686693,0.501757,6.5
84686,84686,-1.86417351,0.36717684,5.5
84691,84691,-1.86319605,0.4504687,6.3
84694,84694,-1.86210624,0.37648851,6.8
84719,84719,-1.85239595,0.44381444,6.7
84725,84725,-1.85167106,0.42686128,6.4
84757,84757,-1.83758887,0.3962691,5.7
84764,84764,-1.8363006,0.47593636,6.4
84775,84775,-1.83146263,0.44636364,6.0
84834,84834,-1.81434248,0.38659809,5.7
84867,84867,-1.80477938,0.49390946,7.0
84872,84872,-1.80428051,0.42848497,6.8
84876,84876,-1.80062615,0.38666965,6.9
84884,84884,-1.7980142,0.46280372,7.0
84895,84895,-1.79341111,0.42407176,6.2
84899,84899,-1.79240594,0.42432619,7.0
84933,84933,-1.78233161,0.37504323,6.9
84947,84947,-1.77793942,0.45567783,7.0
84950,84950,-1.77597759,0.43453259,3.2
84954,84954,-1.77320063,0.41533886,6.1
84957,84957,-1.77159573,0.47454814,6.8
84981,84981,-1.76495664,0.40392451,6.5
84995,84995,-1.76075672,0.45131107,6.8
85000,85000,-1.75909342,0.50394676,5.8
85015,85015,-1.7535147,0.446579,5.3
85019,85019,-1.75123988,0.37643528,7.0
85020,85020,-1.75038358,0.42844318,5.1
85027,85027,-1.74725275,0.50275576,6.3
85034,85034,-1.74643484,0.41422995,7.0
85044,85044,-1.74356814,0.43507888,6.8
85061,85061,-1.73653439,0.40151993,5.7
85079,85079,-1.72783596,0.46985592,6.4
85094,85094,-1.72500249,0.35119864,5.4
85162,85162,-1.70729947,0.45635265,4.5
85181,85181,-1.70230513,0.49641445,5.6
85187,85187,-1.69993185,0.46204809,6.9
85225,85225,-1.68809808,0.42552562,6.8
85231,85231,-1.68487526,0.36698713,5.8
85235,85235,-1.68352946,0.49243776,6.5
85238,85238,-1.68261047,0.4816671,6.6
85263,85263,-1.67788681,0.42478444,5.7
85309,85309,-1.66227019,0.4282479,6.5
85323,85323,-1.65950675,0.37570801,6.7
